ACLED Actor1,ACLED Actor1 (group),ACLED Actor2,ACLED Admin1,ACLED Admin2,ACLED Admin3,ACLED Ally Actor1,ACLED Ally Actor2,ACLED CreatedOn,ACLED Event ID Cnty,ACLED Event ID No Cnty,ACLED Event SubType,ACLED Event SubTypeDesc,ACLED Event Type,ACLED Event TypeDesc,ACLED Location,ACLED Notes,ACLED Region,ACLED Source,ACLED SourceScale,ACLED Year,Geographic Area,ACLED Fatalities,ACLED Geo Precision,ACLED Geometrry,Acled Gwno,ACLED Inter1,ACLED Inter2,ACLED Interaction,ACLED Latitude,ACLED Longitude,Acled Pk,TimeFK Event Date
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Delta,Aniocha South,,,,12/6/2022 15:53,NIG28661,28661,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ogwashi-Uku,"On 1 November 2022, an unidentified armed group attacked suspected to be assassins attacked and killed a man in Ogwashi-Uku (Aniocha South, Delta). The victim was hit in the head with a cutlass and buried in a shallow grave by the assailants. The police claimed to have arrested one of the assailants.",Western Africa,Premium Times (Nigeria),National,2022,South,1,1,Point,,3,7,37,6.1782,6.5243,4047240,20221101
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Delta,Ughelli North,,,Labour Group (Nigeria),12/6/2022 15:53,NIG28729,28729,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Agbarho,"On 12 November 2022, an unidentified armed group suspected to assassins attacked civilians at a chemist in Agbarho (Ughelli North, Delta). The assailants shot sporadically, and two persons were confirmed to have been killed, one other person who was a businessman was taken away and later confirmed killed. The police confirmed that one person was killed.",Western Africa,Nigeria Punch; Vanguard (Nigeria),National,2022,South,1,1,Point,,3,7,37,5.5856,5.8604,4056434,20221112
Unidentified Cult Militia (Nigeria),Communal militias,Civilians (Nigeria),Delta,Isoko North,,,Health Workers (Nigeria),1/10/2023 9:05,NIG29413,29413,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Oghara,"On 31 December 2022, a suspected unidentified cult militia shot and killed a medical doctor at his clinic in Oghara (Isoko North, Delta) as claimed by the police. The NMA claimed that the victim was killed by relatives of a patient that died at the clinic.",Western Africa,Nigeria Punch,National,2022,South,1,1,Point,,3,7,37,5.4842,6.0785,4103133,20221231
Ebube Agu Corps,Communal militias,Civilians (Nigeria),Ebonyi,Afikpo South,,,PDP: People's Democratic Party,12/6/2022 15:53,NIG28829,28829,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ekoli,"On 19 November 2022, Ebube Agu operatives attacked and shot at the convoy of a PDP chieftain at Ekoli (Afikpo South, Ebonyi). The assailants mounted a roadblock and shot two supporters who were critically wounded.",Western Africa,Vanguard (Nigeria),National,2022,South,0,1,Point,,3,7,37,5.75,7.85,4062144,20221119
Ebube Agu Corps,Communal militias,Civilians (Nigeria),Ebonyi,Ohaozara,,,LP: Labour Party,12/6/2022 15:53,NIG28756,28756,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Mgbom Okposi,"On 12 November 2022, Ebube Agu operatives attacked LP supporters and wounded an unspecified number of supporters at Mgbom Okposi (Ohaozara, Ebonyi). Some of the victims were missing, the LP house of assembly candidate for Ohaozara East constituency claimed that the attack was led by LGA chairman. The chairman claimed that the operatives were at the venue to ensure the supporters did not block the road and no one was attacked, the Ebube Agu commander claimed the operatives were not in the area and that the victims may have been attacked by fellow members following a disagreement while the police denied knowledge of the incident.",Western Africa,Vanguard (Nigeria),National,2022,South,0,1,Point,,3,7,37,6.0055,7.8128,4056436,20221112
Ebube Agu Corps,Communal militias,Civilians (Nigeria),Ebonyi,Izzi,,,APGA: All Progressives Grand Alliance Party,12/12/2022 3:33,NIG28358,28358,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Iboko,"On 20 October 2022, suspected Ebube Agu operatives attacked the Ebonyi state APGA gubernatorial candidate and his team at Iboko (Izzi, Ebonyi). The candidate claimed that their cars were riddled with bullets, there were no casualties in the attack and that he had received threats earlier that day and was warned to not visit the area, then Ebube Agu operatives shot at one of their cars, locked their office in Iboko and prevented them from accessing it. The chairman of Izzi LGA denied that any attack took place and claimed that it was the security operatives on the APGA candidate's convoy who attacked APC members in the area.",Western Africa,Sun (Nigeria); Daily Independent (Nigeria); Vanguard (Nigeria),National,2022,South,0,1,Point,,3,7,37,6.4065,8.2332,4074172,20221020
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Ebonyi,Ikwo,,,Labour Group (Nigeria),1/10/2023 9:05,NIG29213,29213,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ndufu-Achara,"On 14 December 2022, an unidentified armed group enforcing a sit in order invaded Nwakpu market in Ndufu-Achara (Ikwo, Ebonyi). Vehicles and motorcycles were set ablaze, one trader who attempted to stop the fire was shot in the legs.",Western Africa,Daily Post (Nigeria); Nigeria Punch,National,2022,South,0,1,Point,,3,7,37,6.1113,8.1508,4098417,20221214
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Enugu,Oji River,,,Former Government of Nigeria (2015-),12/6/2022 15:53,NIG28844,28844,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Achi,"On 18 November 2022, an unidentified armed group attacked and killed a former Enugu state commissioner and his brother at Nkpokolo, Achi (Oji River, Enugu). The former commissioner was also a former local government chairman. The reason for the attack is unknown.",Western Africa,Daily Independent (Nigeria); Daily Post (Nigeria),National,2022,South,2,1,Point,,3,7,37,6.1435,7.3642,4061329,20221118
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Federal Capital Territory,Abuja Municipal,,,,1/30/2023 3:47,NIG29643,29643,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Maitama,"On 12 October 2022, an unidentified armed group attacked at Gana Street in Maitama (Abuja Municipal, Federal Capital Territory) killing 1 civilian and abducting another.",Western Africa,New Telegraph,National,2022,Centre,1,1,Point,,3,7,37,9.1031,7.4944,4142802,20221012
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Gombe,Billiri,,,Farmers (Nigeria),12/13/2022 9:05,NIG29049,29049,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Pobawure,"On 8 December 2022, an unidentified armed group attacked civilians and killed at least 3 persons by burning them at Pobawure (Billiri, Gombe) and Amtawalam [coded separately]. Three others were wounded and farms were destroyed by the assailants whom the state governor called cattle rustlers. 3 fatalities split across two events coded as 1.",Western Africa,Nigeria Punch; Sun (Nigeria),National,2022,North East,1,1,Point,,3,7,37,9.9328,11.1194,4092996,20221208
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Imo,Owerri Municipal,,PDP: People's Democratic Party,PDP: People's Democratic Party,12/6/2022 15:53,NIG28759,28759,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Owerri,"On 12 November 2022, an unidentified armed group suspected to have been recruited by the national secretary of the PDP attacked the party members at the party's secretariat in Owerri (Owerri Municipal, Imo) and disrupted the inauguration of the presidential campaign council. Office equipment were damaged and officials were manhandled, other sources report that the attack was over the national secretary's claim that he did not make any input in the selection of PCC members in the state.",Western Africa,Daily Leadership (Nigeria),National,2022,South,0,1,Point,,3,7,37,5.4833,7.0304,4056437,20221112
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Imo,Ideato North,,,Labour Group (Nigeria),1/10/2023 9:05,NIG29158,29158,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Urualla,"On 9 December 2022, an unidentified armed group burnt down a market, vandalized properties and attacked residents of Urualla (Ideato North, Imo), as claimed by the special counsel to IPOB leader, Nnamdi Kanu.",Western Africa,Daily Post (Nigeria),National,2022,South,0,1,Point,,3,7,37,5.8539,7.099,4096743,20221209
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Imo,Ihitte Uboma,,,Labour Group (Nigeria),1/10/2023 9:05,NIG29293,29293,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Isinweke,"On 21 December 2022, an unidentified armed group attacked the general manager of Owerri Capital Development Authority around Isinweke (Ihitte Uboma, Imo). The attack lasted for over 30 minutes with the assailants shooting sporadically, at least 5 persons sustained various degrees of injuries and two vehicles belonging to security agencies were destroyed. Some sources claimed that the attack was an attempt to abduct the manager, others claim that it was linked to the 2023 elections.",Western Africa,Vanguard (Nigeria),National,2022,South,0,1,Point,,3,7,37,5.6205,7.3498,4100534,20221221
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Imo,Oguta,,,Labour Group (Nigeria),12/6/2022 15:53,NIG28659,28659,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Izombe,"On 5 November 2022, an unidentified armed group shot and killed a truck driver in Izombe (Oguta, Imo).",Western Africa,Daily Post (Nigeria); Daily Independent (Nigeria),National,2022,South,1,1,Point,,3,7,37,5.6333,6.8666,4050925,20221105
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Imo,Mbaitoli,,,Hausa Ethnic Group (Nigeria); Labour Group (Nigeria),12/12/2022 3:33,NIG28545,28545,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ogbaku,"On 29 October 2022, an unidentified armed group numbering about 10 invaded Ogbaku motor park (Mbaitoli, Imo), killed one soya seller and wounded a trader in the shoulder. The victims are suspected to be from the Hausa ethnic group.",Western Africa,Daily Post (Nigeria),National,2022,South,1,1,Point,,3,7,37,5.5579,6.9695,4078029,20221029
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Imo,Mbaitoli,,,Government of Nigeria (2015-); APC: All Progressives Congress,12/13/2022 9:05,NIG28971,28971,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ubomiri,"On 9 December 2022, an unidentified armed group that was enforcing a sit in order attacked the convoy of the APC house of representatives candidate for Mbaitoli/Ikeduru federal constituency at Ubomiri (Mbaitoli, Imo). One person was shot and killed on the spot, the state's commissioner for solid minerals sustained machete cuts, other sources reported that the attack was politically motivated.",Western Africa,EONS Intelligence; Nigeria Punch; Vanguard (Nigeria),National,2022,South,1,1,Point,,3,7,37,5.5472,7.0159,4093207,20221209
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Imo,Oguta,,,Obudi Agwa Communal Group (Nigeria),12/6/2022 15:53,NIG28710,28710,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Obudi-Agwa,"On 14 November 2022, an unidentified armed group killed the traditional ruler of Obudi Agwa and two chiefs when they invaded the palace at Obudi-Agwa (Oguta, Imo). the victims were in a cabinet meeting when the assailants attacked. Other sources report that 5 were killed and others including the traditional prime minister were wounded. IPOB denied involvement in the attack, and claimed that Ebube Agu operatives were responsible, the spokesperson of the group claimed that the state governor recruited criminals and Niger Delta militants to kill and destroy the property of persons against the Fulanization of Imo state.",Western Africa,Daily Post (Nigeria); Nigeria Punch; Blueprint,National,2022,South,3,1,Point,,3,7,37,5.5599,6.8834,4057884,20221114
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Jigawa,Kiyawa,,,Women (Nigeria),1/10/2023 9:05,NIG29187,29187,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Andaza,"On 12 December 2022, an unidentified armed group attacked civilians at Andaza (Kiyawa, Jigawa). Two residents were shot, a woman and her 15 year grand daughter were abducted, there are no reports about ransom demands. [women targeted: girls]",Western Africa,Daily Trust (Nigeria); Premium Times (Nigeria),National,2022,North West,0,1,Point,,3,7,37,11.7714,9.4849,4097675,20221212
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Kebbi,Danko,,,,1/10/2023 9:05,NIG29325,29325,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Shengel,"On 24 December 2022, an unidentified armed group attacked civilians in Shengel (Danko, Kebbi) and Gaye [coded separately]. Two people were killed, 10 others five of whom were relatives of a member representing Wasagu in the house of assembly were abducted. Two fatalities split across two events coded as 1.",Western Africa,Daily Post (Nigeria); Daily Trust (Nigeria),National,2022,North West,1,1,Point,,3,7,37,11.5494,5.5343,4101357,20221224
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Kogi,Omala,,,Abejukolo Communal Militia (Nigeria),12/6/2022 15:53,NIG28928,28928,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abejukolo,"On 28 November 2022, an unidentified armed group killed a member of a local defense militia [presumed to be unarmed] at Abejukolo (Omala, Kogi). The victim's wife and one other woman were abducted and a ransom of 8 million naira was demanded.",Western Africa,Daily Trust (Nigeria),National,2022,Centre,1,1,Point,,3,7,37,7.8681,7.5091,4068211,20221128
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Kwara,Ilorin West,,,,12/6/2022 15:53,NIG28845,28845,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Oko-Olowo,"On 19 November 2022, an unidentified armed group attacked civilians in Oko-Olowo (Ilorin West, Kwara). One person was shot at and macheted, two others were abducted and there are no reports about ransom demands.",Western Africa,Blueprint,National,2022,Centre,0,1,Point,,3,7,37,8.5306,4.4853,4062148,20221119
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Ogun,Imeko-Afon,,,Labour Group (Nigeria),12/6/2022 15:53,NIG28761,28761,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Imeko,"On 15 November 2022, an unidentified armed group shot a businessman in the thigh and abducted his in-law at the latter's residence in Imeko (Imeko-Afon, Ogun). The abductee was taken away in his car which was later abandoned in the town, there are no reports about ransom demands.",Western Africa,Premium Times (Nigeria); Daily Post (Nigeria),National,2022,South,0,1,Point,,3,7,37,7.45,2.85,4058742,20221115
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Ondo,Akure South,,,,12/12/2022 3:33,NIG28482,28482,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Akure,"On 25 October 2022, an unidentified armed group suspected to be assassins killed a man with an axe at his home in Okuta Elerinla area of Akure (Akure South, Ondo). The victim's wife claimed that the attack was related to a disputed plot of land.",Western Africa,Daily Post (Nigeria); Nigeria Punch,National,2022,South,1,1,Point,,3,7,37,7.2526,5.1931,4086042,20221025
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Ondo,Ilaje,,,,12/12/2022 3:33,NIG28374,28374,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Awoye,"On 3 October 2022, an unidentified armed group killed a man from Akpata community in Awoye (Ilaje, Ondo). The reason for the attack is unknown, some sources report that the victim was spotted at a hotel, and later his body was found with his wrists, legs and waist bound with heavy objects. Locals of the community fled due to fear of reprisals.",Western Africa,Daily Post (Nigeria),National,2022,South,1,1,Point,,3,7,37,5.9763,4.909,4087408,20221003
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Osun,Ilesha West,,PDP: People's Democratic Party,Former Government of Nigeria (2015-); APC: All Progressives Congress,1/10/2023 9:05,NIG29111,29111,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Isida-Adeti,"On 23 December 2022, an unidentified armed group suspected to be affiliated with the PDP attacked a former Osun state commissioner and some APC members who were his supporters at Isida-Adeti area (Ilesha West, Osun). The assailants shot sporadically at the vehicles of the former commissioner, wounded several people including one person who was stabbed and dispersed the crowd. The victim claimed that the assailants said that they were attacking on the instructions of the state governor, the state media director denied the claims.",Western Africa,Daily Post (Nigeria); Nigeria Punch,National,2022,South,0,1,Point,,3,7,37,7.6281,4.7417,4101051,20221223
Unidentified Cult Militia (Nigeria),Communal militias,Civilians (Nigeria),Osun,Osogbo,,,Unidentified Cult Militia (Nigeria),12/12/2022 3:33,NIG28376,28376,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Oshogbo,"On 15 October 2022, an unidentified cult militia attacked and killed a member of a rival group [assumed to be unarmed] around Abaku area in Oshogbo (Osogbo, Osun). The assailants who were carrying sticks, machetes and charms hit the victim who died on the spot; other sources report that the police confirmed the report and claimed that the victim was on the watchlist of the anti-cultism of the state police command.",Western Africa,Premium Times (Nigeria); Nigeria Punch,National,2022,South,1,1,Point,,3,7,37,7.7667,4.5667,4080604,20221015
Black Axe Militia (Nigeria),Communal militias,Civilians (Nigeria),Osun,Osogbo,,,Labour Group (Nigeria),1/10/2023 9:05,NIG29210,29210,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Oshogbo,"On 13 December 2022, suspected members of Black Axe militia also called Aiye confraternity killed a park revenue collector in Oshogbo (Osogbo, Osun). The victim was abducted by the assailants who then cut off his leg before setting him ablaze. The reason for the attack is unknown.",Western Africa,Vanguard (Nigeria),National,2022,South,1,1,Point,,3,7,37,7.7667,4.5667,4098072,20221213
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Oyo,Akinyele,,,,12/6/2022 15:53,NIG28587,28587,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,University of Ibadan,"On 3 November 2022, an unidentified armed group killed a man when they invaded his residence at the staff quarters of University of Ibadan (Akinyele, Oyo). The victim's phone and laptop were stolen by the assailants.",Western Africa,Daily Independent (Nigeria); Nigeria Punch,National,2022,South,1,1,Point,,3,7,37,7.4431,3.9022,4049338,20221103
Oyo State Park Management System,State Security Forces,Civilians (Nigeria),Oyo,Ibarapa Central,,,Taxi Drivers (Nigeria),12/6/2022 15:53,NIG28843,28843,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Igbo Ora,"On 19 November 2022, a suspected member of the Oyo state park management system clashed with a commercial motorcyclist which resulted in the killing of a boy who was hit by a stray bullet at Igbo Ora (Ibarapa Central, Oyo). Two other persons were wounded, the PMS denied any connection with the assailant who was later killed by a mob [coded separately].",Western Africa,Nigeria Punch,National,2022,South,1,1,Point,,3,7,37,7.4338,3.2879,4062147,20221119
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Oyo,Oyo West,,APC: All Progressives Congress,PDP: People's Democratic Party,1/10/2023 9:05,NIG29079,29079,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Oyo,"On 28 December 2022, an unidentified armed group killed a PDP chieftain when they attacked PDP members in Oyo township (Oyo West, Oyo). Some other members of the party escaped with various degrees of injuries. The PDP claimed that the APC was responsible for the attack while the APC insisted that the PDP should be investigated over the accusations. The police claimed to have arrested 9 nine persons in connection with the attack, and that they were from a rival political group who had engaged in an argument with the victim.",Western Africa,Blueprint; Daily Post (Nigeria); New Telegraph; Nigeria Punch,National,2022,South,1,1,Point,,3,7,37,7.85,3.9333,4102339,20221228
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Plateau,Barkin Ladi,,,Christian Group (Nigeria),12/6/2022 15:53,NIG28657,28657,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Bisichi,"On 7 November 2022, an unidentified armed group abducted two clerics whom they beat up, at Bisichi (Barkin Ladi, Plateau). A ransom of 10 million was demanded, the victims were released on 10 November after an undisclosed amount was paid as ransom.",Western Africa,Nigeria Punch,National,2022,Centre,0,1,Point,,3,7,37,9.7167,8.9167,4052429,20221107
Sara-Suka Militia,Communal militias,Civilians (Nigeria),Plateau,Jos North,,,,12/12/2022 3:33,NIG28549,28549,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Jos,"On 29 October 2022, Sara-Suka militia attacked and killed one person at Yan Doya market in Jos (Jos North, Plateau). The victim was returning home when he was attacked and killed with knives, the reason for the attack is unknown.",Western Africa,Daily Leadership (Nigeria),National,2022,Centre,1,1,Point,,3,7,37,9.9285,8.8921,4083983,20221029
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Plateau,Mangu,,,Langai Communal Group (Nigeria),12/12/2022 3:33,NIG28368,28368,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Langai,"On 15 October 2022, an unidentified armed group killed four civilians and abducted the traditional ruler when they invaded Langai community (Mangu, Plateau). There are no reports about ransom demands.",Western Africa,Guardian (Nigeria); Daily Trust (Nigeria); Vanguard (Nigeria),National,2022,Centre,4,1,Point,,3,7,37,9.6275,9.2146,4090751,20221015
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Plateau,Bokkos,,,,12/6/2022 15:53,NIG28846,28846,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Kwatas,"On 22 November 2022, and unidentified armed group attacked and killed 8 civilians when they invaded Kwatas (Bokkos, Plateau). An unspecified number of others were also wounded by the assailants who shot sporadically during the attack.",Western Africa,Daily Trust (Nigeria),National,2022,Centre,8,1,Point,,3,7,37,9.3407,8.9985,4064603,20221122
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Rivers,Oyigbo,,PDP: People's Democratic Party,SDP: Social Democratic Party (Nigeria),12/6/2022 15:53,NIG28760,28760,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Egberu Ndoki,"On 14 November 2022, an unidentified armed group suspected to have been sponsored by the PDP attacked the SDP gubernatorial candidate in Egberu Ndoki (Oyigbo, Rivers). The SDP candidate claimed that the assailants were sponsored by the Rivers state PDP chairman. There are no further details.",Western Africa,Daily Leadership (Nigeria),National,2022,South,0,1,Point,,3,7,37,4.8231,7.2809,4057894,20221114
Unidentified Cult Militia (Nigeria),Communal militias,Civilians (Nigeria),Rivers,Emohua,,,"OSPAC: ONELGA Security, Planning and Advisory Committee",12/12/2022 3:33,NIG28375,28375,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Ibaa,"On 19 October 2022, suspected members of an unidentified cult militia ambushed and killed two members of the disbanded OSPAC [assumed to be unarmed] in Ibaa (Emohua, Rivers). Other sources report that the attack was a reprisal for the death of their member.",Western Africa,Sun (Nigeria); Nigeria Punch,National,2022,South,2,1,Point,,3,7,37,4.9683,6.8135,4083496,20221019
Unidentified Armed Group (Nigeria),Armed Bandits,Civilians (Nigeria),Zamfara,Gusau,,APC: All Progressives Congress,PDP: People's Democratic Party; Labour Group (Nigeria),12/12/2022 3:33,NIG28366,28366,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Gusau,"On 14 October 2022, an unidentified armed group attacked the PDP gubernatorial candidate and his supporters as they were entering Gusau (Gusau, Zamfara). One of the supporters was killed and several others were wounded. The PDP claimed that the assailants were sponsored by the state government, and that 18 environmental workers were attacked, one of whom was killed. The APC denied involvement in the attack, claimed that the assailants were hired by the PDP, insisted that the party disobeyed the executive order which banned political campaigns due to insecurity and that the victims 18 of who were wounded and one killed were workers on duty.",Western Africa,Vanguard (Nigeria); Nigeria Punch; Daily Post (Nigeria),National,2022,North West,1,1,Point,,3,7,37,12.1628,6.6614,4077023,20221014
Unidentified Cult Militia (Nigeria),Communal militias,Civilians (Nigeria),Abia,Aba South,,,ASEPA: Abia State Environmental Protection Agency; Labour Group (Nigeria); Government of Nigeria (2015-),2/28/2023 9:06,NIG30103,30103,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Aba,"On 17 February 2023, a suspected unidentified cult militia killed three staff of ASEPA while they were on duty in Aba (Aba South, Abia). The assailants who were dressed in black outfits inflicted multiple injuries on the victims with machetes, daggers and axes.",Western Africa,Daily Post (Nigeria); Nigeria Punch,National,2023,South,3,1,Point,,3,7,37,5.1066,7.3667,4176643,20230217
