Newsfeed Country,Newsfeed Country UNDPRegion,Newsfeed CountryISO,Newsfeed DateDisplay,Newsfeed Description,Newsfeed Description2,Newsfeed Entity,Newsfeed IncidentType,Newsfeed Language,Newsfeed Link,Newsfeed Source,Newsfeed Source Description,Newsfeed Source Url,Newsfeed Source2,Newsfeed Trajectory,Date FK,Newsfeed Latitude,Newsfeed Longitude,Newsfeed PK
Nigeria,Africa,NGA,1/23/2023 15:24,"Nearly 180,000 Russians killed, injured in Ukraine- says Norwegian General",,"NATO,Mark Milley,Eirik Kristoffersen",UNDP_Conflict,English,https://radionigeria.gov.ng/2023/01/23/nearly-180000-russians-killed-injured-in-ukraine-says-norwegian-general/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,radionigeria,,20230123,59.91273,10.74609,66874
Nigeria,Africa,NGA,1/23/2023 2:32,HOW INSECURITY COULD DECIDE WHO BECOMES NIGERIA’S NEXT PRESIDENT,,"Mahmood Yakubu,International Crisis Group,Obafemi Awolowo,Democratic Party,Muhammadu Buhari,Nigerian Army,Shehu Shagari,Crisis Group,UPN,Electoral Commission,WHO,Peoples’ Democratic Party,Supreme Court,Fletcher School of Law and Diplomacy,Imo West,National Party",UNDP_Conflict,English,https://www.thisdaylive.com/index.php/2023/01/23/how-insecurity-could-decide-who-becomes-nigerias-next-president/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,thisdayonline,,20230123,12.00012,8.51672,66875
Nigeria,Africa,NGA,1/23/2023 13:32,Somali forces end deadly siege by al-Shabab militants,,"Abdirahman Omar Osman,Sheikh Mohamud,Abdirahman Omar,Hassan Sheikh,BBC,Omar Osman,Al-Shabab,Hassan Sheikh Mohamud",UNDP_Conflict,English,https://tribuneonlineng.com/somali-forces-end-deadly-siege-by-al-shabab-militants/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,tribuneonlineng,,20230123,2.03711,45.34375,66876
Nigeria,Africa,NGA,1/23/2023 2:01,On 2023 elections and Nigeria’s future,,"ALSO READ,Boko Haram",UNDP_Conflict,English,https://tribuneonlineng.com/on-2023-elections-and-nigerias-future/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,tribuneonlineng,,20230123,8.49664,4.54214,66877
Nigeria,Africa,NGA,1/23/2023 16:46,"Sanwo-Olu’s wife advocates cleaner, safer Lagos with “Sanwo Switch to Gas”",,"Dolapo Fasawe,Clean Air,World Bank,Environmental Protection Agency,Water Resources",UNDP_Ecology,English,https://www.tvcnews.tv/2023/01/sanwo-olus-wife-advocates-cleaner-safer-lagos-with-sanwo-switch-to-gas/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,tvcnews,,20230123,6.45407,3.39467,66878
Nigeria,Africa,NGA,1/23/2023 16:09,Over 2.4m persons affected by 2022 floods in Nigeria-…,,"National Emergency Management Agency,Human Resource Management,National Emergency Management,Resource Management,Emergency,Musa Zakari,Mustapha Ahmed",UNDP_HumanitarianAid,English,https://von.gov.ng/over-2-4m-persons-affected-by-2022-floods-in-nigeria-nema/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,von,,20230123,9.05785,7.49508,66879
Nigeria,Africa,NGA,1/23/2023 16:09,Over 2.4m persons affected by 2022 floods in Nigeria-…,,"National Emergency Management Agency,Human Resource Management,National Emergency Management,Resource Management,Emergency,Musa Zakari,Mustapha Ahmed",UNDP_NaturalDisasters,English,https://von.gov.ng/over-2-4m-persons-affected-by-2022-floods-in-nigeria-nema/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,von,,20230123,9.05785,7.49508,66880
Nigeria,Africa,NGA,1/24/2023 16:56,"Executive interview: Andrew Roughan, CEO, Plexal – ComputerWeekly.com",,"IBM,Andrew Roughan,Web Services,Amazon Web Services,GCHQ,French company,UK government,National Cyber Security Centre,London Office",UNDP_ScienceandTechnology,English,https://www.businesstelegraph.co.uk/executive-interview-andrew-roughan-ceo-plexal-computerweekly-com/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,businesstelegraph,,20230124,53.48095,-2.23743,68261
Nigeria,Africa,NGA,1/24/2023 7:44,26 mins ago Lagos First Lady Promotes Switch To Gas Project,,"Dolapo Fasawe,World Bank,Environmental Protection Agency,Water Resources",UNDP_Ecology,English,https://concise.ng/lagos-first-lady-promotes-switch-to-gas-project/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,concise,,20230124,6.45407,3.39467,68262
Nigeria,Africa,NGA,1/24/2023 23:21,FRSC returns N3.2m to family of accident victim in Kogi,,"News Agency,Unit Commander,Specialist Hospital",UNDP_ManMadeDisasters,English,https://dailynigerian.com/frsc-returns-family-accident/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,dailynigerian,,20230124,7.79688,6.74048,68263
Nigeria,Africa,NGA,1/24/2023 12:46,News4 mins ago Senior Ukrainian officials resign amid military contract scandal,,"Kyrylo Tymoshenko,Volodymyr Zelenskyy,Ukrainian military",UNDP_Conflict,English,https://dailypost.ng/2023/01/24/senior-ukrainian-officials-resign-amid-military-contract-scandal/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,dailypost,,20230124,,,68264
Nigeria,Africa,NGA,1/24/2023 5:09,"Over 2 million Nigerians displaced by flood in 2022, says NEMA",,"National Emergency Management Agency,Human Resource Management,Habib Ahmed,Disaster Management Centre,National Emergency Management,Resource Management,Emergency,Musa Zakari,Bournemouth University",UNDP_HumanitarianAid,English,https://guardian.ng/news/over-2-million-nigerians-displaced-by-flood-in-2022-says-nema/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,guardian-ng,,20230124,9.05785,7.49508,68265
Nigeria,Africa,NGA,1/24/2023 16:22,"Trouble as powerful diaspora support group list sins of NYSC, tells Tinubu, Atiku what to...",,"Electoral Commission,Bola Ahmed Tinubu,Bola Tinubu,Democratic Party,Atiku Abubakar,Ahmed Tinubu,Muhammadu Buhari,Progressives Congress,Yakubu Gowon,Nigerian university,People's Democratic Party,Alhaji Atiku",UNDP_TerroristAttack,English,https://www.legit.ng/nigeria/1516060-trouble-powerful-diaspora-support-group-list-sins-nysc-tells-tinubu-atiku-what-do/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,hausa-legit-ng,,20230124,5,7.83333,68266
Nigeria,Africa,NGA,1/24/2023 7:22,"662 Died, Over 2m Displaced In 2022 Flood – NEMA",,"National Emergency Management Agency,Habib Ahmed,Disaster Management Centre,National Emergency Management,Emergency,Musa Zakari,Bournemouth University",UNDP_NaturalDisasters,English,https://leadership.ng/662-died-over-2m-displaced-in-2022-flood-nema/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,leadership,,20230124,9.05785,7.49508,68267
Nigeria,Africa,NGA,1/24/2023 15:42,"Terrorists kill three, abduct others in Niger town",,"Local Government Area,Emmanuel Umar,Shiroro Local Government Area",UNDP_Conflict,English,https://www.premiumtimesng.com/regional/north-central/577524-terrorists-kill-three-abduct-others-in-niger-town.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,premiumtimesng,,20230124,13.51366,2.1098,68268
Nigeria,Africa,NGA,1/24/2023 15:42,"Terrorists kill three, abduct others in Niger town",,"Local Government Area,Emmanuel Umar,Shiroro Local Government Area",UNDP_Security,English,https://www.premiumtimesng.com/regional/north-central/577524-terrorists-kill-three-abduct-others-in-niger-town.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,premiumtimesng,,20230124,13.51366,2.1098,68269
Nigeria,Africa,NGA,1/24/2023 15:42,"Terrorists kill three, abduct others in Niger town",,"Local Government Area,Emmanuel Umar,Shiroro Local Government Area",UNDP_TerroristAttack,English,https://www.premiumtimesng.com/regional/north-central/577524-terrorists-kill-three-abduct-others-in-niger-town.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,premiumtimesng,,20230124,13.51366,2.1098,68270
Nigeria,Africa,NGA,1/24/2023 2:58,Rampaging terrorists loot seven Niger communities,,"Local Government Area,Emmanuel Umar,Shiroro Local Government Area",UNDP_Conflict,English,https://punchng.com/rampaging-terrorists-loot-seven-niger-communities/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,punchng,,20230124,13.51366,2.1098,68271
Nigeria,Africa,NGA,1/24/2023 19:50,"Nigeria, three others get EU €102.5m humanitarian funding",,"West African States,Janez Lenarčič,EU,Crisis Management,Economic Community of West African States,ECOWAS,Daily Sun",UNDP_HumanitarianAid,English,https://www.sunnewsonline.com/nigeria-three-others-get-eu-e102-5m-humanitarian-funding/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,sunnewsonline,,20230124,13.51366,2.1098,68272
Nigeria,Africa,NGA,1/24/2023 0:37,"FG to boost food sufficiency with new rice, 20 other crops varieties",,"Abdullahi Mustapha,Mohammed Bashir,Development Agency,Federal Government",UNDP_Drought,English,https://www.sunnewsonline.com/fg-to-boost-food-sufficiency-with-new-rice-20-other-crops-varieties/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,sunnewsonline,,20230124,7.37756,3.90591,68273
Nigeria,Africa,NGA,1/24/2023 13:36,"North-East People Benefitted More from Buhari’s Administration, Says Lawan",,"Democratic Party,Army Staff,Muhammadu Buhari,BoKo Haram,Boko Haram,Ahmad Lawan,Yusuf Buratai,Ola Awoniyi,Baba Abubakar,People’s Democratic Party",UNDP_Conflict,English,https://www.thisdaylive.com/index.php/2023/01/24/north-east-people-benefitted-more-from-buharis-administration-says-lawan/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,thisdayonline,,20230124,9.05785,7.49508,68274
Nigeria,Africa,NGA,1/24/2023 6:55,"NCF, Wilder Institute award postgraduate scholarships for Gorillas’ conservation",,"Calgary Zoo,Joseph Onoja,Dr Joseph,ALSO READ,Conservation Foundation",UNDP_Ecology,English,https://tribuneonlineng.com/ncf-wilder-institute-award-postgraduate-scholarships-for-gorillas-conservation/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,tribuneonlineng,,20230124,12.37874,-1.53276,68275
Nigeria,Africa,NGA,1/24/2023 13:17,Capacity building critical aspect of disaster management ― FEMA,,"National Emergency Management Agency,Richard Gordon,National Emergency Management,Staff College,Forces Command,Federal Capital Territory,Emergency,Armed Forces,Command and Staff College,Bournemouth University,High Commission,Mustapha Ahmed",UNDP_HumanitarianAid,English,https://tribuneonlineng.com/capacity-building-critical-aspect-of-disaster-management-%e2%80%95-fema/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,tribuneonlineng,,20230124,9.05785,7.49508,68276
Nigeria,Africa,NGA,1/24/2023 16:16,MAFAB begins 5G rollout as FG hints on exploring technology to fight terrorists,,"NCC,Umar Danbatta,ALSO READ,Muhammed Buhari,Boston Consulting,Isa Pantami,Federal Government",UNDP_ScienceandTechnology,English,https://tribuneonlineng.com/mafab-begins-5g-rollout-as-fg-hints-on-exploring-technology-to-fight-terrorists/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,tribuneonlineng,,20230124,9.05785,7.49508,68277
Nigeria,Africa,NGA,1/24/2023 19:04,"Many feared killed in Bomb Blast in Shiroro, Niger",,"Health, Business",UNDP_Conflict,English,https://www.tvcnews.tv/2023/01/many-feared-killed-in-bomb-blast-in-shiroro-niger/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,tvcnews,,20230124,13.51366,2.1098,68278
Nigeria,Africa,NGA,1/25/2023 8:13,"LastPass Parent Firm GoTo Compromises Client Backups, Encryption Keys in Recent Hack – Tech Times",,"Leon Neal,Getty Images,Tech Times",UNDP_ScienceandTechnology,English,https://www.businesstelegraph.co.uk/lastpass-parent-firm-goto-compromises-client-backups-encryption-keys-in-recent-hack-tech-times/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,businesstelegraph,,20230125,51.50853,-0.12574,69671
Nigeria,Africa,NGA,1/25/2023 11:20,"Nigerian govt planning to create database for missing persons, says NHRC",,"Red Cross,Human Rights Commission,Nasir Gwarzo,ICRC,International Committee,Human Rights Institute,Federal Government,Tony Ojukwu",UNDP_HumanitarianAid,English,https://dailynigerian.com/nigerian-govt-planning-create/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,dailynigerian,,20230125,9.05785,7.49508,69672
Nigeria,Africa,NGA,1/25/2023 21:19,News3 mins ago Chris Ohizu: IPOB laments murder of Imo LG boss,,"Mazi Nnamdi Kanu,Nnamdi Kanu,Hope Uzodinma,Peter Obi,Emma Powerful",UNDP_Conflict,English,https://dailypost.ng/2023/01/25/chris-ohizu-ipob-laments-murder-of-imo-lg-boss/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,dailypost,,20230125,5.5,7.16667,69673
Nigeria,Africa,NGA,1/25/2023 8:00,"News10 seconds ago Reps urge security agents to comb forests, end killings in Ebonyi The House of Representatives, on Tuesday, called on heads of security agencies to comb forests in Ebonyi State being used...",,"Army Staff,Femi Gbajabiamila,House of Representatives",UNDP_TerroristAttack,English,https://dailypost.ng/2023/01/25/reps-urge-security-agents-to-comb-forests-end-killings-in-ebonyi/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,dailypost,,20230125,6.25,8.08333,69674
Nigeria,Africa,NGA,1/25/2023 22:12,Over 40 pepple killed as explosion rocks Nasarawa,,"Emmanuel Akabe,Local Government Area",UNDP_Conflict,English,https://dailyreviewonline-ng.com/2023/01/25/54884/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,dailyreviewonline-ng,,20230125,8.53895,7.70821,69675
Nigeria,Africa,NGA,1/25/2023 4:42,"EU pledges €102.5m aid to Nigeria, three others",,"Janez Lenarcic,EU,European Union,Crisis Management,The Guardian",UNDP_HumanitarianAid,English,https://guardian.ng/news/eu-pledges-e102-5m-aid-to-nigeria-three-others/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,guardian-ng,,20230125,9.05785,7.49508,69676
Nigeria,Africa,NGA,1/25/2023 11:57,ICRC Encourages Ratification Of Kampala Convention In Lake Chad Region,,"Babagana Umara,African Union,Red Cross,ICRC,Boko Haram,IDP Camp,International Committee,Fatima Mohammed,Gilles Carbonnier",UNDP_Conflict,English,https://humanglemedia.com/icrc-encourages-ratification-of-kampala-convention-in-lake-chad-region/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,humangle,,20230125,0.31628,32.58219,69677
Nigeria,Africa,NGA,1/25/2023 17:01,"Nigerian Actress, Adesua Etomi Celebrates Her Son’s 2nd Birthday",,"Democratic Party,PSC,Boko Haram,Mary Njoku,Nigerian Army,Solomon Arase,Progressives Congress,Jason Njoku,Peoples Democratic Party,Samuel Ortom,Supreme Court",UNDP_TerroristAttack,English,https://onlinenigeria.com/stories/305668-nigerian-actress-adesua-etomi-celebrates-her-sons-2nd-birthday.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,onlinenigeria,,20230125,-41.28664,174.77557,69678
Nigeria,Africa,NGA,1/25/2023 17:01,Boko Haram Fighters Kill Over 300 Members And Their Families Trying To Surrender,,"Nigerian Tribune,Boko Haram,Abubakar Shekau",UNDP_Security,English,https://onlinenigeria.com/stories/305666-boko-haram-fighters-kill-over-300-members-and-their-families-trying-to-surrender.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,onlinenigeria,,20230125,,,69679
Nigeria,Africa,NGA,1/25/2023 17:01,Boko Haram Fighters Kill Over 300 Members And Their Families Trying To Surrender,,"Nigerian Tribune,Boko Haram,Abubakar Shekau",UNDP_TerroristAttack,English,https://onlinenigeria.com/stories/305666-boko-haram-fighters-kill-over-300-members-and-their-families-trying-to-surrender.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,onlinenigeria,,20230125,,,69680
Nigeria,Africa,NGA,1/25/2023 11:01,Several vigilantes killed in bombing raid in Niger,,"Local Government Area,ALSO READ,PREMIUM TIMES,Emmanuel Umar,Shiroro Local Government Area",UNDP_Conflict,English,https://www.premiumtimesng.com/news/top-news/577719-several-vigilantes-killed-in-bombing-raid-in-niger.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,premiumtimesng,,20230125,13.51366,2.1098,69681
Nigeria,Africa,NGA,1/25/2023 8:04,"Nigerian troops kill three suspected terrorists, rescue 16 kidnapped victims – Official",,"Nasir El-Rufai,Local Government Area",UNDP_TerroristAttack,English,https://www.premiumtimesng.com/regional/nwest/577686-nigerian-troops-kill-three-suspected-terrorists-rescue-16-kidnapped-victims-official.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,premiumtimesng,,20230125,10,6,69682
Nigeria,Africa,NGA,1/25/2023 16:54,"Two dead, many injured as APC, PDP supporters clash in Osun",,Peter Obi,UNDP_Conflict,English,https://www.premiumtimesng.com/regional/ssouth-west/577764-two-dead-many-injured-as-apc-pdp-supporters-clash-in-osun.html,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,premiumtimesng,,20230125,7.36983,4.1863,69683
Nigeria,Africa,NGA,1/25/2023 8:14,"Politicians build religious houses, neglect schools - Okorocha",,Rochas Okorocha,UNDP_TerroristAttack,English,https://punchng.com/politicians-build-religious-houses-neglect-schools-okorocha/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,punchng,,20230125,9.05785,7.49508,69684
Nigeria,Africa,NGA,1/25/2023 21:37,"JUST IN: Explosion rocks Nasarawa community, kills 27",,"Local Government Area,Abdullahi Sule",UNDP_Conflict,English,https://punchng.com/just-in-explosion-rocks-nasarawa-community-kills-27/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,punchng,,20230125,8.53895,7.70821,69685
Nigeria,Africa,NGA,1/25/2023 23:07,"Again, explosion rocks Rivers oil well",,"Production Company,Emergency",UNDP_ManMadeDisasters,English,https://punchng.com/again-explosion-rocks-rivers-oil-well/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,punchng,,20230125,4.74974,6.82766,69686
Nigeria,Africa,NGA,1/25/2023 21:56,"Nigerian Government May Be Using Igbo-born Criminals To Blackmail Biafran Struggle – IPOB Reacts To Murder Of Imo Local Council Chairman, Ohizu",,"Local Council,Local Government Area,Nnamdi Kanu,Nigerian Army,Eastern Security Network,Nigerian Government,Nigerian government,Emma Powerful",UNDP_Conflict,English,https://saharareporters.com/2023/01/25/nigerian-government-may-be-using-igbo-born-criminals-blackmail-biafran-struggle-ipob,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,saharareporters,,20230125,5.5,7.16667,69687
Nigeria,Africa,NGA,1/25/2023 20:32,Palpable fear spreads to Benue over death of 42 in Nasarawa military operation,,"Boko Haram,Abdullahi Sule,Kevin Aligbe,Samuel Ortom,Allah Cattle Breeders Association,Paul Hemba",UNDP_Conflict,English,https://www.sunnewsonline.com/palpable-fear-spreads-to-benue-over-death-of-42-in-nasarawa-military-operation/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,sunnewsonline,,20230125,8.53895,7.70821,69688
Nigeria,Africa,NGA,1/25/2023 16:01,Connecting the Dots: Energy and Sustenance,,United Nations,UNDP_ManMadeDisasters,English,https://theelectricityhub.com/connecting-the-dots-energy-and-sustenance/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,theelectricityhub,,20230125,-1.28333,36.81667,69689
Nigeria,Africa,NGA,1/25/2023 11:10,Unidentified Aircraft Bombs Men of Vigilance Group in Niger,,"Local Government Area,Emmanuel Umar,Shiroro Local Government Area",UNDP_Conflict,English,https://www.thisdaylive.com/index.php/2023/01/25/unidentified-aircraft-bombs-men-of-vigilance-group-in-niger/,EMM,"The freely accessible Europe Media Monitor (EMM), by the The European Commission's science and knowledge service is a fully automatic system that analyses both traditional and social media. It gathers and aggregates about 300,000 news articles per day from news portals world-wide in up to 70 languages.",http://emm.newsbrief.eu/NewsBrief,thisdayonline,,20230125,13.51366,2.1098,69690
